"label_all","category","cb_all","title1","date","news","urls","label_pred","nr"
8524,"실적부진","현대자동차","현대차 3형제, 어닝쇼크에 일제히 '약세'",2018-01-26,"
【서울=뉴시스】【서울=뉴시스】김형섭 기자 = 현대차(005380)와 기아차(000270), 현대모비스(012330) 등 현대차그룹 3형제가 지난해 실적 악화의 영향으로 26일 장 초반 일제히 약세다.이날 오전 9시42분 현재 유가증권시장에서 현대차는 전 거래일 대비 5.36%(8500원) 내린 15만원에 거래되고 있다. 기아차도 3.69%(1250원) 내린 3만2650원에 거래 중이며 현대모비스는 9.33%(2만5000원) 떨어진 24만3000원을 가리키고 있다.전날 현대차는 지난해 연결 재무제표 기준 영업이익이 4조5747억원으로 전년대비 11.9% 감소했다고 공시했다. 현대차의 연간 영업이익이 5조원 아래로 떨어진 것은 국제회계기준(IFRS)을 도입한 2010년 이후 처음이다. 같은 기간 매출은 2.9% 증가한 96조3761억원, 순이익은 25.4% 감소한 4조5464억원을 각각 나타냈다.기아차의 지난해 영업이익도 통상임금 패소 및 중국에서의 판매율 감소 등의 악재로 인해 큰 폭으로 하락했다. 기아차의 지난해 연결 기준 영업이익은 6622억원으로 전년대비 73.1% 줄었다. 같은 기간 매출은 52조5357억원으로 0.7% 증가했지만 당기순이익은 9680억원으로 64.9% 감소했다.현대모비스 역시 환율변동과 중국시장 판매악화, 국내 파업 등의 영향으로 큰 폭의 실적 하락을 기록했다. 현대모비스의 지난해 연결 기준 영업이익은 전년보다 29.8% 감소한 2조382억원을 나타냈다. 같은 기간 매출액은 8.1% 감소한 35조1446억원, 순이익은 48.2% 감소한 1조5787억원을 각각 나타냈다. ephites","https://finance.naver.com/news/market_special_read.nhn?article_id=0008414111&office_id=003&type=title&keyword=","실적부진",1
6537,"기타","현대자동차","美 트럼프 관세부과 발언에 철강 운송株, 급락세",2018-03-02,"[이데일리 성선화 기자] 전날 미국 트럼프 대통령의 철강 관세 부과 발언에 관련 피해주(株)들이 일제히 하락세다. 2일 오전 10시 25분 현재 코스피 운수장비와 철강금속 업종지수가 3% 이상 하락세를 보이고 있다. 운수정비 업종은 전일 대비 3.14% 하락한 1620원에 거래 중이고, 철강금속 업종은 전일 대비 3.15% 내린 5316.45원에 거래 중이다. 전날 미국 정부가 수입 철강 제품에 대해 일괄적으로 25% 관세를 부과한 결정의 영향으로 보인다.관세 부과의 직접적인 피해가 예상되는 철강업체들이 일제 급락 중인 가운데 세아베스틸(001430), 동국제강(001230)이 4% 이상 하락세를 보이고 있다. POSCO(005490), 현대제철(004020), 세아제강(003030) 등도 3% 대 하락세다. 간접 피해가 예상되는 자동차 업종들도 하락 중이다. 현대차(005380)가 전일 대비 3.72% 떨어지고 있고, 기아차(000270)도 3.02% 하락해 거래 중이다.성선화 (jess","https://finance.naver.com/news/market_special_read.nhn?article_id=0004047190&office_id=018&type=title&keyword=","기타",1
17596,"실적부진","LG이노텍","LG이노텍, 1분기 실적 실망에 약세",2017-04-27,"[이데일리 유재희 기자] LG이노텍이 1분기 실적 실망감에 하락 출발했다. 27일 오전 9시1분 현재 LG이노텍(011070)은 전일대비 4.72%, 6500원 내린 13만1000원에 거래되고 있다. 이틀째 하락세다. 김록호 하나금융투자 연구원은 “1분기 영업이익이 시장예상치를 밑돌았다”며 “2분기에도 실적 부진이 불가피할 것”으로 전망했다. LG이노텍의 1분기 매출액은 전년동기대비 38% 증가한 1조6447억원으로 시장예상치에 부합했으나 영업이익은 668억원으로 예상치를 하회했다. 카메라모듈 관련 생산능력 증설로 고정비 부담이 확대된 점이 영향을 미친 것으로 보인다.유재희 (jhyoo76","https://finance.naver.com/news/market_special_read.nhn?article_id=0003810539&office_id=018&type=title&keyword=","실적부진",1
16256,"기타","LG이노텍","LG이노텍, 애플 점유율 감소 우려에 하락",2017-06-12,"[아시아경제 박미주 기자]LG이노텍이 애플의 점유율 감소 우려에 하락세다.12일 오후 2시10분 현재 LG이노텍은 전 거래일보다 9000원(5.79%) 내린 14만6500원에 거래되고 있다.외국인들은 6만주 이상 순매도 중이다.지난 9일(현지시간) 미국 뉴욕 증시에서는 애플이 점유율 감소 가능성이 부각되면서 주가가 3.88% 하락했다. 브로드컴(-4.55%), 큐로브(-3.60%), 스카이웍(-3.60%) 등 애플 관련주도 동반 하락했다.서상영 키움증권 연구원은 ""아이폰8의 데이터 속도가 느려질 것이란 보도와 이에 따른 점유율 감소 가능성이 부각돼 애플 주가가 하락했다""고 전했다. 박미주 기자 beyond","https://finance.naver.com/news/market_special_read.nhn?article_id=0004012418&office_id=277&type=title&keyword=","기타",1
13130,"실적부진","LG이노텍","LG이노텍, 아이폰X 출시 지연에 하락세",2017-09-13," LG이노텍이 애플이 새로 발표한 '아이폰X'의 출시 지연 전망에 하락세다.  13일 오전10시 19분 현재 코스피시장에서 LG이노텍은 전거래일 대비 1.75%(3000원) 하락한 16만8500원에 거래되고 있다.  이날 애플은 아이폰X를 공개하고 오는 11월 3일 발매할 것이라고 발표했다. 예상보다 애플의 신제품 투입 시기가 늦어지며 주가 하락을 불러왔다는 분석이다.  LG이노텍은 애플에 듀얼카메라, 3D 센싱 모듈 등의 부품을 공급하고 있다.  김지산 키움증권 연구원은 ""11월 3일이 돼서야 출시가 이루어진다는 점이 전기전자 업종에 부정적으로 작용할 수 있다""며 ""아이폰 X에 대한 대기 수요가 장기화돼 프리미엄 스마트폰 시장이 위축될 수 있다""고 설명했다.   bhoon","https://finance.naver.com/news/market_special_read.nhn?article_id=0003873555&office_id=014&type=title&keyword=","기타",1
8775,"실적부진","LG이노텍","""LG이노텍, 아이폰X 출하량 조정""…목표가↓",2018-01-24,"
[표 제공 : KTB투자증권]KTB투자증권은 24일 LG이노텍에 대해 아이폰X 출하량 조정을 고려해 목표주가를 기존 20만원에서 18만원으로 낮췄다. 투자의견은 '매수'를 유지했다.이동주 연구원은 ""최근 아이폰X 판매 부진으로 조기 단종설 등 시장에서 우려가 만연해 있다""면서 ""올해 1분기 아이폰X 이연 효과에 따른 실적 기대감 낮춰야 할 시점""이라고 강조했다.다만 ""아이폰7을 포함한 구모델의 판매는 예상보다 견조하다""면서 ""2018년 연간 아이폰 출하량은 2억2000만~2억3000만대로 전년 수준을 유지할 전망""이라고 분석했다.LG이노텍은 지난해 4분기 실적으로 매출 2조8698억원, 영업이익 1412억원을 기록했다. 매출과 영업이익은 전년 동기 대비 각각 39.7%와 19.8% 늘었다. 이 연구원은 ""KTB투자증권 추정치와 시장 추정치를 소폭 밑돌았다""면서도 ""통상적인 일회성 비용과 환율 하락 영향을 제외하면 선방한 실적""이라고 평가했다.[디지털뉴스국 박진형 기자]","https://finance.naver.com/news/market_special_read.nhn?article_id=0004088479&office_id=009&type=title&keyword=","실적부진",1
5599,"실적부진","LG이노텍","LG이노텍 상반기 실적 부진 전망에 약세",2018-03-16,"(서울=연합뉴스) 경수현 기자 = LG이노텍이 실적 부진 전망에 16일 장 초반 약세를 보이고 있다.    LG이노텍은 이날 오전 9시 16분 현재 유가증권 시장에서 전 거래일보다 3.00% 떨어진 12만9천500원에 거래되고 있다.    전날 2.91% 떨어진 데 이어 이틀째 하락세다.    올해 상반기 실적이 부진할 것이라는 증권가의 분석이 투자심리에 부정적으로 작용하는 것으로 보인다.    김록호 하나금융투자 연구원은 ""북미 고객사향 카메라모듈과 기판의 공급 물량이 예상보다 적을 것으로 판단한다""며 LG이노텍의 상반기 실적 전망치를 하향 조정했다.    그러면서 매수 시기를 늦출 필요가 있다고 진단했다.    evan","https://finance.naver.com/news/market_special_read.nhn?article_id=0009960888&office_id=001&type=title&keyword=","실적부진",1
5458,"실적부진","LG이노텍","""LG이노텍, 올 상반기 실적 부진 예상""…목표가↓",2018-03-20,"
[표 제공 : 대신증권]대신증권은 20일 LG이노텍과 관련해 올해 상반기 실적이 부진할 전망이라면서 목표주가를 기존 17만원에서 16만원으로 낮췄다. 투자의견은 '매수'를 유지했다.상반기 영업이익 추정치는 1분기 302억원, 2분기 30억원이다. 1분기와 2분기 영업이익이 전년 동기 대비 각각 55%와 91% 줄어들 것이라는 분석이다. 매출 추정치는 1분기 1조7448억원, 2분기 1조5578억원이다.박강호 연구원은 ""매출대비 수익성 부진은 일시적인 고정비 부담 가중에 기인한다""면서 ""2018년 상반기 매출은 2017년 하반기 대비 29% 감소할 전망인데, 특히 광학솔루션 매출은 43.5% 줄어들 것""이라고 분석했다. 이어 ""해외 전략 거래선의 스마트폰 판매 부진, LG전자의 프리미엄 스마트폰 출시 지연 등으로 올 상반기 실적은 종전 추청치 대비 부진할 것""이라고 덧붙였다.[디지털뉴스국 박진형 기자]","https://finance.naver.com/news/market_special_read.nhn?article_id=0004118139&office_id=009&type=title&keyword=","실적부진",1
3938,"실적부진","LG이노텍","""LG이노텍, 실적 상반기 부진·하반기 회복""…목표가↓",2018-04-13,"
[표 제공 = 키움증권]키움증권은 13일 LG이노텍의 상반기 실적이 부진하다면서 목표주가를 기존 20만원에서 18만원으로 낮췄다. 투자의견은 '매수'를 유지했다.김지산 연구원은 ""1분기와 2분기 영업이익은 각각 191억원, 31억원에 그칠 것""이라면서 ""상반기는 아이폰X(텐)향 광학솔루션과 경연성인쇄회로기판(RF-PCB), 2메탈 칩온필름(2Metal COF) 등 올레드(OLED) 부품의 출하 감소폭이 크고 환율 여건도 부정적""이라고 설명했다.다만 ""아이폰 X의 판매 부진 여파가 예상보다 컸지만, 곧 새로운 아이폰 시리즈향 부품 출하가 시작되는 실물적 사이클을 예비해야 한다""면서 ""주가는 재도약을 위해 바닥을 다지는 과정이라고 판단된다""고 분석했다.[디지털뉴스국 박진형 기자]","https://finance.naver.com/news/market_special_read.nhn?article_id=0004132848&office_id=009&type=title&keyword=","실적부진",1
3244,"실적부진","LG이노텍","LG이노텍, 1분기 실적 부진에 하락세",2018-04-25,"(서울=연합뉴스) 임은진 기자 = LG이노텍이 1분기 실적 부진으로 25일 장 초반 하락세다.    LG이노텍은 이날 오전 9시 2분 현재 유가증권시장에서 전 거래일보다 5.20% 하락한 11만8천500원에 거래 중이다.    앞서 LG이노텍은 1분기 연결기준 영업이익이 168억원으로 작년 동기보다 74.8% 감소한 것으로 잠정 집계됐다고 전날 공시했다.    김지산 키움증권 연구원은 ""계절적으로 아이폰 판매량이 가장 저조한 2분기는 172억원의 영업손실이 예상된다""며 ""광학솔루션 매출이 추가로 전 분기보다 18% 감소하며 가동률 하락에 따라 적자 전환할 것""이라고 전망했다.    다만 ""2분기를 바닥으로 하반기는 신규 아이폰향 부품 출하 사이클과 더불어 빠르게 회복할 것""이라며 ""새로운 아이폰 시리즈향 기판은 5월부터 출하가 시작하고 3D 센싱 모듈과 카메라 모듈은 7월부터 본격적으로 반등할 것""이라고 말했다. engine","https://finance.naver.com/news/market_special_read.nhn?article_id=0010045245&office_id=001&type=title&keyword=","실적부진",1
1006,"실적부진","LG이노텍","LG이노텍, 아이폰 부품 주문 20% 감소 소식에 ‘약세’",2018-06-11,"[이데일리 성선화 기자]LG이노텍(011070)이 약세다. 11일 오전 9시 15분 현재 LG이노텍이 전 거래일 대비 3.65% 하락한 14만 5000원에 거래되고 있다. 애플이 오는 9월 출시 예정인 차기 아이폰의 부품 주문량을 20% 축소할 것이란 보도의 영향으로 보인다. 애플에 아이폰 부품을 납품하는 LG이노텍은 지난 2분기 114억원의 영업손실을 기록했다. 오는 3분기 신규 아이폰 시리즈에서 3D 센싱 모듈이 3개 전모델, Flexible OLED가 2개 모델로 확대 채용할 것으로 예상돼 실적 개선이 기대됐었다. 하지만 7월부터 출하가 기대됐던 3D 센싱 모듈, 듀얼 카메라 등 광학솔루션의 주문량이 감소하면 타격을 받을 수 있다는 분석이다. 한편, 박형우 신한금융투자 연구원은 “이번 보도는 LCD 아이폰 벤더들의 상황을 근거로 한 것”이라며 “이미 LCD 아이폰 지연 출시에 따른 주문량 감소는 시장에 알려진 사실”이라고 평가했다.성선화 (jess","https://finance.naver.com/news/market_special_read.nhn?article_id=0004122790&office_id=018&type=title&keyword=","실적부진",1
16270,"기타","인터플렉스","아이폰8 점유율 감소 우려에 LG이노텍 등 부품株↓",2017-06-12,"[이데일리 이명철 기자] 미국 정보기술(IT) 주도주 애플 주가가 하락했다는 소식에 국내 애플 관련주 또한 내림세다.12일 오전 9시33분 현재 LG이노텍(011070) 주가는 전거래일대비 4.82% 내린 14만8000원을 기록 중이다. LG디스플레이(034220), 인터플렉스(051370), 비에이치(090460) 등 부품사와 스마트폰 악세서리 업체 슈피겐코리아(192440) 등도 하락세다. 미국 현지에서 아이폰8 데이터 속도가 느려질 것이라는 보도가 나오면서 아이폰 관련 부품주에 대한 투자자 우려가 반영된 것으로 풀이된다.지난 9일(현지시간) 미국 뉴욕 증시에서는 애플이 점유율 감소 가능성이 부각되면서 주가가 3.88% 하락했다. 브로드컴(-4.55%), 큐로브(-3.60%), 스카이웍(-3.60%) 등 애플 관련주도 동반 하락했다. 서상영 키움증권 연구원은 “스마트폰 산업에서 애플 점유율 하락 우려가 높아질 것이라는 점이 부각돼 애플 관련주에는 부담”이라고 진단했다.이명철 (twomc","https://finance.naver.com/news/market_special_read.nhn?article_id=0003847655&office_id=018&type=title&keyword=","기타",1
