code,index1,2013_12,2014_12,2015_12,2016_12,2017_12
6840,영업이익(발표기준),1089.0,1475.0,1063.0,2137.0,2656.0
6840,세전계속사업이익,1355.0,1128.0,-199.0,1941.0,2407.0
6840,당기순이익,1083.0,943.0,-374.0,1333.0,1854.0
6840,  당기순이익(지배),802.0,659.0,-430.0,720.0,996.0
6840,  당기순이익(비지배),281.0,284.0,56.0,613.0,858.0
6840,자산총계,23750.0,27732.0,24955.0,27419.0,29448.0
6840,부채총계,17400.0,19461.0,15939.0,17305.0,17927.0
6840,자본총계,6350.0,8270.0,9016.0,10114.0,11521.0
6840,  자본총계(지배),4264.0,5593.0,5609.0,6204.0,7015.0
6840,자본총계(비지배),2086.0,2677.0,3407.0,3910.0,4505.0
6840,자본금,582.0,662.0,662.0,662.0,662.0
6840,영업활동현금흐름,1825.0,2197.0,1412.0,3183.0,2809.0
6840,투자활동현금흐름,191.0,-1936.0,1434.0,-1286.0,-2925.0
6840,재무활동현금흐름,-1603.0,28.0,-1464.0,-743.0,-393.0
6840,CAPEX,675.0,1735.0,1125.0,731.0,2347.0
6840,FCF,1150.0,463.0,288.0,2452.0,462.0
6840,이자발생부채,9813.0,10503.0,7729.0,7540.0,7602.0
6840,영업이익률,4.86,5.13,3.79,7.31,7.83
6840,순이익률,4.83,3.28,-1.33,4.56,5.46
6840,ROE(%),20.33,13.36,-7.68,12.19,15.07
6840,ROA(%),6.3,3.66,-1.42,5.09,6.52
6840,부채비율,274.0,235.32,176.79,171.1,155.61
6840,자본유보율,638.56,750.88,751.97,841.77,970.14
6840,EPS(원),6818.0,5254.0,-3246.0,5436.0,7522.0
6840,PER(배),5.82,15.27,-19.47,10.3,9.11
6840,BPS(원),36124.0,43374.0,43498.0,48112.0,54400.0
6840,PBR(배),1.1,1.85,1.45,1.16,1.26
6840,현금DPS(원),192.0,350.0,500.0,550.0,650.0
6840,현금배당수익률,0.48,0.44,0.79,0.98,0.95
6840,현금배당성향(%),2.82,6.85,-15.0,9.85,8.41
,발행주식수(보통주),12156833.0,13247561.0,13247561.0,13247561.0,13247561.0
27410,매출액,31300.0,33680.0,43343.0,861.0,1238.0
27410,영업이익,1050.0,1241.0,1836.0,80.0,104.0
27410,영업이익(발표기준),1050.0,1241.0,1836.0,2172.0,104.0
27410,세전계속사업이익,933.0,1362.0,1965.0,199.0,-43.0
27410,당기순이익,700.0,1015.0,1528.0,1846.0,34979.0
27410,  당기순이익(지배),689.0,1016.0,1517.0,1835.0,34976.0
27410,  당기순이익(비지배),11.0,-2.0,12.0,11.0,2.0
27410,자산총계,11599.0,13385.0,16216.0,19176.0,8581.0
27410,부채총계,9569.0,7664.0,8479.0,9754.0,1329.0
27410,자본총계,2030.0,5721.0,7737.0,9422.0,7252.0
27410,  자본총계(지배),1937.0,5590.0,7732.0,9240.0,7082.0
27410,자본총계(비지배),93.0,131.0,5.0,182.0,170.0
27410,자본금,246.0,246.0,248.0,495.0,323.0
27410,영업활동현금흐름,2357.0,2603.0,3593.0,3320.0,3841.0
27410,투자활동현금흐름,-1172.0,-2557.0,-4446.0,-1580.0,-3509.0
27410,재무활동현금흐름,-173.0,70.0,267.0,-2248.0,-1186.0
27410,CAPEX,635.0,678.0,933.0,1181.0,1746.0
27410,FCF,1722.0,1925.0,2660.0,2139.0,2095.0
27410,이자발생부채,1091.0,1129.0,678.0,554.0,243.0
27410,영업이익률,3.36,3.69,4.24,9.31,8.44
27410,순이익률,2.24,3.01,3.53,214.48,2824.45
27410,ROE(%),,27.01,22.77,21.62,428.57
27410,ROA(%),,8.12,10.33,10.43,252.03
27410,부채비율,471.47,133.96,109.59,103.53,18.32
27410,자본유보율,1782.78,2148.81,3041.47,1779.47,13439.63
27410,EPS(원),1398.0,2063.0,3072.0,3704.0,74962.0
27410,PER(배),,19.12,28.78,22.76,0.2
27410,BPS(원),3930.0,11343.0,15605.0,18649.0,21957.0
27410,PBR(배),0.0,3.48,5.66,4.52,0.69
27410,현금DPS(원),200.0,300.0,600.0,800.0,200.0
27410,현금배당수익률,,0.76,0.68,0.95,1.31
27410,현금배당성향(%),14.3,14.54,19.6,21.6,0.18
,발행주식수(보통주),49279859.0,49279859.0,49547625.0,49547625.0,32263719.0
282330,매출액,,,,,9387.0
282330,영업이익,,,,,265.0
282330,영업이익(발표기준),,,,,265.0
282330,세전계속사업이익,,,,,350.0
282330,당기순이익,,,,,280.0
282330,  당기순이익(지배),,,,,280.0
282330,  당기순이익(비지배),,,,,
282330,자산총계,,,,,12774.0
282330,부채총계,,,,,8887.0
282330,자본총계,,,,,3886.0
282330,  자본총계(지배),,,,,3886.0
282330,자본총계(비지배),,,,,
282330,자본금,,,,,173.0
282330,영업활동현금흐름,,,,,-250.0
282330,투자활동현금흐름,,,,,321.0
282330,재무활동현금흐름,,,,,-17.0
282330,CAPEX,,,,,238.0
282330,FCF,,,,,-487.0
282330,이자발생부채,,,,,28.0
282330,영업이익률,,,,,2.83
282330,순이익률,,,,,2.98
282330,ROE(%),,,,,
282330,ROA(%),,,,,
282330,부채비율,,,,,228.67
282330,자본유보율,,,,,2026.93
282330,EPS(원),,,,,9688.0
282330,PER(배),,,,,21.68
282330,BPS(원),,,,,22497.0
282330,PBR(배),,,,,9.33
282330,현금DPS(원),,,,,1000.0
282330,현금배당수익률,,,,,0.48
282330,현금배당성향(%),,,,,61.73
,발행주식수(보통주),,,,,
138930,매출액,31628.0,45834.0,51740.0,49127.0,48203.0
138930,영업이익,4127.0,9411.0,6962.0,7123.0,5943.0
138930,영업이익(발표기준),4127.0,9411.0,6962.0,7123.0,5943.0
138930,세전계속사업이익,4029.0,9191.0,7001.0,6884.0,5578.0
138930,당기순이익,3055.0,8197.0,5305.0,5181.0,4250.0
138930,  당기순이익(지배),3045.0,8098.0,4855.0,5016.0,4031.0
138930,  당기순이익(비지배),10.0,99.0,450.0,165.0,219.0
138930,자산총계,469169.0,840501.0,902795.0,934822.0,943500.0
138930,부채총계,433160.0,785861.0,840889.0,863950.0,866940.0
138930,자본총계,36009.0,54639.0,61907.0,70872.0,76560.0
138930,  자본총계(지배),35010.0,47657.0,58862.0,67826.0,70576.0
138930,자본총계(비지배),999.0,6983.0,3045.0,3045.0,5985.0
138930,자본금,9669.0,11719.0,12797.0,16297.0,16297.0
138930,영업활동현금흐름,-7943.0,-1305.0,7464.0,-11258.0,15302.0
138930,투자활동현금흐름,-3752.0,-12375.0,-8555.0,-3719.0,-4273.0
138930,재무활동현금흐름,9306.0,13664.0,4361.0,11978.0,-9320.0
138930,CAPEX,1303.0,1750.0,1051.0,1041.0,1513.0
138930,FCF,,,,,
138930,이자발생부채,84966.0,131016.0,131317.0,136111.0,127531.0
138930,영업이익률,13.05,20.53,13.46,14.5,12.33
138930,순이익률,9.66,17.88,10.25,10.55,8.82
138930,ROE(%),9.01,19.59,9.12,7.92,5.83
138930,ROA(%),0.68,1.25,0.61,0.56,0.45
138930,부채비율,1202.93,1438.27,1358.31,1219.04,1132.36
138930,자본유보율,272.41,366.25,383.79,334.89,369.8
138930,EPS(원),1421.0,3523.0,1853.0,1568.0,1237.0
138930,PER(배),10.5,3.96,4.54,5.53,7.62
138930,BPS(원),16332.0,19153.0,21665.0,20811.0,21654.0
138930,PBR(배),0.91,0.73,0.39,0.42,0.44
138930,현금DPS(원),253.0,188.0,141.0,230.0,230.0
138930,현금배당수익률,1.69,1.35,1.68,2.65,2.44
138930,현금배당성향(%),17.78,5.79,7.91,14.94,18.6
,발행주식수(보통주),214359241.0,248822827.0,271706454.0,325935246.0,325935246.0
1040,매출액,188517.0,195723.0,211667.0,239542.0,268986.0
1040,영업이익,7861.0,10031.0,12253.0,12529.0,13260.0
1040,영업이익(발표기준),7861.0,10031.0,12253.0,12529.0,13260.0
1040,세전계속사업이익,4303.0,7973.0,7349.0,7953.0,15752.0
1040,당기순이익,3226.0,5086.0,5511.0,5698.0,11377.0
1040,  당기순이익(지배),1496.0,2092.0,2058.0,2230.0,4637.0
1040,  당기순이익(비지배),1730.0,2995.0,3453.0,3468.0,6740.0
1040,자산총계,221237.0,230393.0,235621.0,270096.0,293254.0
1040,부채총계,135228.0,139694.0,136987.0,157551.0,173332.0
1040,자본총계,86009.0,90699.0,98635.0,112544.0,119922.0
1040,  자본총계(지배),32277.0,34054.0,36012.0,37358.0,39298.0
1040,자본총계(비지배),53733.0,56645.0,62623.0,75186.0,80624.0
1040,자본금,1572.0,1575.0,1577.0,1579.0,1579.0
1040,영업활동현금흐름,14765.0,17610.0,22956.0,20917.0,22404.0
1040,투자활동현금흐름,-17983.0,-19327.0,-14615.0,-33447.0,-28638.0
1040,재무활동현금흐름,3521.0,-735.0,-6371.0,12305.0,7182.0
1040,CAPEX,15363.0,10108.0,11280.0,13744.0,22729.0
1040,FCF,-598.0,7502.0,11676.0,7174.0,-325.0
1040,이자발생부채,89219.0,89971.0,86160.0,97963.0,105978.0
1040,영업이익률,4.17,5.13,5.79,5.23,4.93
1040,순이익률,1.71,2.6,2.6,2.38,4.23
1040,ROE(%),4.67,6.31,5.87,6.08,12.1
1040,ROA(%),1.48,2.25,2.37,2.25,4.04
1040,부채비율,157.22,154.02,138.88,139.99,144.54
1040,자본유보율,2021.56,2124.62,2228.07,2338.27,2601.61
1040,EPS(원),4782.0,6678.0,6559.0,7099.0,14750.0
1040,PER(배),24.36,23.36,38.27,26.34,12.31
1040,BPS(원),113939.0,120027.0,126708.0,131244.0,138058.0
1040,PBR(배),1.02,1.3,1.98,1.42,1.31
1040,현금DPS(원),950.0,950.0,1350.0,1350.0,1450.0
1040,현금배당수익률,0.82,0.61,0.54,0.72,0.8
1040,현금배당성향(%),18.07,12.94,18.7,17.28,8.93
,발행주식수(보통주),29040572.0,29084427.0,29133748.0,29176998.0,29176998.0
590,매출액,1441.0,1416.0,1390.0,1231.0,1210.0
590,영업이익,178.0,210.0,227.0,198.0,170.0
590,영업이익(발표기준),169.0,210.0,227.0,198.0,170.0
590,세전계속사업이익,174.0,194.0,361.0,209.0,173.0
590,당기순이익,130.0,144.0,296.0,171.0,143.0
590,  당기순이익(지배),80.0,74.0,216.0,92.0,59.0
590,  당기순이익(비지배),50.0,70.0,80.0,79.0,84.0
590,자산총계,2339.0,2604.0,2849.0,2939.0,3024.0
590,부채총계,301.0,360.0,391.0,320.0,330.0
590,자본총계,2038.0,2244.0,2459.0,2619.0,2694.0
590,  자본총계(지배),1774.0,1912.0,2048.0,2139.0,2162.0
590,자본총계(비지배),264.0,332.0,411.0,480.0,532.0
590,자본금,58.0,58.0,58.0,58.0,58.0
590,영업활동현금흐름,208.0,147.0,268.0,166.0,169.0
590,투자활동현금흐름,-189.0,-120.0,-116.0,-180.0,4.0
590,재무활동현금흐름,-6.0,40.0,29.0,-33.0,-42.0
590,CAPEX,23.0,19.0,26.0,23.0,26.0
590,FCF,185.0,128.0,243.0,143.0,143.0
590,이자발생부채,13.0,57.0,88.0,72.0,82.0
590,영업이익률,12.37,14.83,16.33,16.11,14.08
590,순이익률,9.03,10.15,21.3,13.92,11.79
590,ROE(%),4.6,3.99,10.91,4.41,2.74
590,ROA(%),5.76,5.81,10.86,5.92,4.78
590,부채비율,14.78,16.03,15.89,12.23,12.25
590,자본유보율,3005.33,3125.71,3493.91,3659.16,3754.78
590,EPS(원),6916.0,6372.0,18717.0,7995.0,5107.0
590,PER(배),5.23,13.1,4.24,10.09,15.71
590,BPS(원),154659.0,166683.0,178497.0,186452.0,188452.0
590,PBR(배),0.23,0.5,0.44,0.43,0.43
590,현금DPS(원),0.0,0.0,0.0,500.0,500.0
590,현금배당수익률,0.0,0.0,0.0,0.62,0.62
590,현금배당성향(%),0.0,0.0,0.0,6.22,9.73
,발행주식수(보통주),1154482.0,1154482.0,1154482.0,1154482.0,1154482.0
12030,매출액,4429.0,2542.0,2037.0,2048.0,1995.0
12030,영업이익,108.0,-134.0,98.0,109.0,41.0
12030,영업이익(발표기준),187.0,-144.0,98.0,109.0,41.0
12030,세전계속사업이익,-872.0,-1623.0,-342.0,-143.0,-128.0
12030,당기순이익,-638.0,-1245.0,132.0,-207.0,-8.0
12030,  당기순이익(지배),-638.0,-1245.0,132.0,-207.0,-8.0
12030,  당기순이익(비지배),,,,,
12030,자산총계,6384.0,3659.0,2762.0,2150.0,1935.0
12030,부채총계,3921.0,2556.0,1104.0,634.0,540.0
12030,자본총계,2463.0,1102.0,1658.0,1515.0,1395.0
12030,  자본총계(지배),2463.0,1102.0,1658.0,1515.0,1395.0
12030,자본총계(비지배),,,,,
12030,자본금,911.0,911.0,911.0,911.0,949.0
12030,영업활동현금흐름,101.0,275.0,-131.0,144.0,80.0
12030,투자활동현금흐름,-254.0,1019.0,1046.0,69.0,18.0
12030,재무활동현금흐름,46.0,-1246.0,-864.0,-186.0,-83.0
12030,CAPEX,48.0,26.0,26.0,17.0,8.0
12030,FCF,53.0,248.0,-157.0,126.0,72.0
12030,이자발생부채,2559.0,1294.0,425.0,241.0,143.0
12030,영업이익률,2.44,-5.28,4.79,5.32,2.04
12030,순이익률,-14.4,-48.98,6.48,-10.11,-0.39
12030,ROE(%),-23.53,-69.86,9.55,-13.05,-0.53
12030,ROA(%),-9.58,-24.8,4.11,-8.43,-0.38
12030,부채비율,159.2,231.84,66.56,41.85,38.73
12030,자본유보율,184.59,47.92,62.39,39.1,38.27
12030,EPS(원),-350.0,-684.0,72.0,-114.0,-4.0
12030,PER(배),-1.27,-0.37,6.84,-6.45,-155.27
12030,BPS(원),1432.0,641.0,964.0,881.0,777.0
12030,PBR(배),0.31,0.39,0.51,0.83,0.85
12030,현금DPS(원),0.0,0.0,0.0,0.0,0.0
12030,현금배당수익률,0.0,0.0,0.0,0.0,0.0
12030,현금배당성향(%),0.0,0.0,0.0,0.0,0.0
,발행주식수(보통주),182126320.0,182126320.0,182126320.0,182126320.0,189745366.0
16610,매출액,8837.0,10861.0,13440.0,13254.0,9099.0
16610,영업이익,-87.0,213.0,104.0,98.0,224.0
16610,영업이익(발표기준),-87.0,213.0,104.0,98.0,224.0
16610,세전계속사업이익,-75.0,227.0,-72.0,125.0,251.0
16610,당기순이익,-83.0,163.0,-85.0,64.0,154.0
16610,  당기순이익(지배),-68.0,149.0,-75.0,1.0,44.0
16610,  당기순이익(비지배),-15.0,14.0,-10.0,63.0,109.0
16610,자산총계,62168.0,64903.0,66392.0,63356.0,69983.0
16610,부채총계,55366.0,57953.0,59541.0,56396.0,62907.0
16610,자본총계,6802.0,6949.0,6850.0,6960.0,7077.0
16610,  자본총계(지배),5971.0,6110.0,6027.0,6081.0,6096.0
16610,자본총계(비지배),831.0,839.0,823.0,879.0,981.0
16610,자본금,2122.0,2122.0,2122.0,2122.0,2122.0
16610,영업활동현금흐름,-6376.0,-2611.0,-169.0,3077.0,-1315.0
16610,투자활동현금흐름,438.0,883.0,-101.0,35.0,68.0
16610,재무활동현금흐름,5727.0,3041.0,-239.0,-1445.0,1395.0
16610,CAPEX,12.0,18.0,68.0,29.0,18.0
16610,FCF,,,,,
16610,이자발생부채,8697.0,8392.0,12619.0,11345.0,12883.0
16610,영업이익률,-0.99,1.97,0.77,0.74,2.46
16610,순이익률,-0.95,1.5,-0.63,0.49,1.69
16610,ROE(%),-1.12,2.47,-1.23,0.02,0.73
16610,ROA(%),-0.11,0.24,-0.11,0.0,0.07
16610,부채비율,813.94,833.93,869.18,810.25,888.92
16610,자본유보율,224.06,231.0,226.33,231.51,237.0
16610,EPS(원),-161.0,352.0,-176.0,2.0,104.0
16610,PER(배),-20.77,10.54,-22.0,1308.55,38.34
16610,BPS(원),14412.0,14749.0,14547.0,14678.0,14713.0
16610,PBR(배),0.23,0.25,0.27,0.22,0.27
16610,현금DPS(원),0.0,100.0,0.0,0.0,100.0
16610,현금배당수익률,0.0,2.7,0.0,0.0,2.5
16610,현금배당성향(%),0.0,27.73,0.0,0.0,93.44
,발행주식수(보통주),42446389.0,42446389.0,42446389.0,42446389.0,42446389.0
5830,매출액,103814.0,144588.0,159562.0,170672.0,178553.0
5830,영업이익,3718.0,5288.0,5662.0,7261.0,8679.0
5830,영업이익(발표기준),3718.0,5288.0,5662.0,7261.0,8679.0
5830,세전계속사업이익,3460.0,5309.0,5455.0,7037.0,8893.0
5830,당기순이익,2632.0,4293.0,4304.0,5338.0,6692.0
5830,  당기순이익(지배),2701.0,4221.0,4188.0,5237.0,6611.0
5830,  당기순이익(비지배),-69.0,73.0,116.0,101.0,80.0
5830,자산총계,303135.0,349321.0,400184.0,448634.0,483756.0
5830,부채총계,274557.0,313409.0,360514.0,405187.0,435426.0
5830,자본총계,28578.0,35912.0,39669.0,43447.0,48330.0
5830,  자본총계(지배),27140.0,34537.0,38058.0,41697.0,46280.0
5830,자본총계(비지배),1438.0,1375.0,1611.0,1751.0,2050.0
5830,자본금,354.0,354.0,354.0,354.0,354.0
5830,영업활동현금흐름,10148.0,27405.0,24331.0,31026.0,-3160.0
5830,투자활동현금흐름,-11255.0,-23885.0,-20659.0,-30135.0,-6042.0
5830,재무활동현금흐름,-185.0,-1211.0,-812.0,-940.0,5011.0
5830,CAPEX,248.0,715.0,633.0,218.0,203.0
5830,FCF,,,,,
5830,이자발생부채,0.0,0.0,0.0,0.0,0.0
5830,영업이익률,3.58,3.66,3.55,4.25,4.86
5830,순이익률,2.54,2.97,2.7,3.13,3.75
5830,ROE(%),9.48,13.92,11.86,13.39,15.21
5830,ROA(%),0.9,1.32,1.15,1.26,1.44
5830,부채비율,960.74,872.72,908.8,932.59,900.94
5830,자본유보율,8056.57,10128.34,11189.83,12257.02,13636.34
5830,EPS(원),3814.0,5961.0,5915.0,7396.0,9338.0
5830,PER(배),14.73,9.23,11.88,8.45,7.62
5830,BPS(원),42876.0,54562.0,60125.0,65873.0,73115.0
5830,PBR(배),1.31,1.01,1.17,0.95,0.97
5830,현금DPS(원),1000.0,1450.0,1550.0,1650.0,2300.0
5830,현금배당수익률,1.78,2.64,2.2,2.64,3.23
5830,현금배당성향(%),23.44,21.75,23.43,19.94,22.02
,발행주식수(보통주),70800000.0,70800000.0,70800000.0,70800000.0,70800000.0
139130,매출액,24139.0,22494.0,35077.0,36550.0,36418.0
139130,영업이익,3390.0,3239.0,3430.0,3869.0,4092.0
139130,영업이익(발표기준),3390.0,3239.0,3430.0,3869.0,4092.0
139130,세전계속사업이익,3293.0,3172.0,3434.0,3878.0,4103.0
139130,당기순이익,2445.0,2438.0,3083.0,3019.0,3163.0
139130,  당기순이익(지배),2383.0,2297.0,2941.0,2877.0,3022.0
139130,  당기순이익(비지배),63.0,141.0,142.0,142.0,141.0
139130,자산총계,375778.0,410097.0,511444.0,534624.0,567338.0
139130,부채총계,345793.0,377982.0,473673.0,494901.0,525380.0
139130,자본총계,29985.0,32116.0,37772.0,39723.0,41958.0
139130,  자본총계(지배),27090.0,29220.0,34866.0,36807.0,39052.0
139130,자본총계(비지배),2896.0,2896.0,2905.0,2916.0,2906.0
139130,자본금,6703.0,6703.0,8453.0,8453.0,8457.0
139130,영업활동현금흐름,-460.0,-966.0,1006.0,326.0,16.0
139130,투자활동현금흐름,-5509.0,228.0,-9156.0,-5454.0,-5469.0
139130,재무활동현금흐름,6564.0,637.0,11031.0,5253.0,5866.0
139130,CAPEX,282.0,471.0,655.0,926.0,831.0
139130,FCF,,,,,
139130,이자발생부채,45175.0,49459.0,55357.0,64596.0,68012.0
139130,영업이익률,14.04,14.4,9.78,10.59,11.24
139130,순이익률,10.13,10.84,8.79,8.26,8.69
139130,ROE(%),9.09,8.16,9.18,8.03,7.97
139130,ROA(%),0.68,0.62,0.67,0.58,0.57
139130,부채비율,1153.2,1176.94,1254.05,1245.87,1252.16
139130,자본유보율,347.37,379.15,346.86,369.95,396.12
139130,EPS(원),1674.0,1614.0,1770.0,1702.0,1787.0
139130,PER(배),9.51,7.0,5.68,5.74,5.9
139130,BPS(원),19028.0,20524.0,20624.0,21773.0,23088.0
139130,PBR(배),0.84,0.55,0.49,0.45,0.46
139130,현금DPS(원),264.0,301.0,280.0,300.0,340.0
139130,현금배당수익률,1.66,2.67,2.79,3.07,3.22
139130,현금배당성향(%),15.75,18.67,14.39,17.63,19.03
,발행주식수(보통주),142367237.0,142367237.0,169053154.0,169053154.0,169145833.0
17940,매출액,72054.0,69005.0,46143.0,39959.0,44082.0
17940,영업이익,1089.0,870.0,317.0,111.0,937.0
17940,영업이익(발표기준),1089.0,870.0,357.0,111.0,937.0
17940,세전계속사업이익,542.0,490.0,50.0,-338.0,1230.0
17940,당기순이익,338.0,409.0,1.0,-379.0,868.0
17940,  당기순이익(지배),374.0,410.0,100.0,-265.0,844.0
17940,  당기순이익(비지배),-35.0,-1.0,-99.0,-114.0,23.0
17940,자산총계,36297.0,36582.0,35098.0,35442.0,34601.0
17940,부채총계,24084.0,24114.0,22738.0,23610.0,22091.0
17940,자본총계,12213.0,12468.0,12360.0,11832.0,12510.0
17940,  자본총계(지배),11087.0,11410.0,11504.0,11089.0,11743.0
17940,자본총계(비지배),1127.0,1057.0,856.0,743.0,767.0
17940,자본금,343.0,343.0,343.0,343.0,343.0
17940,영업활동현금흐름,475.0,422.0,1843.0,282.0,-1290.0
17940,투자활동현금흐름,-941.0,-1742.0,-551.0,-105.0,1942.0
17940,재무활동현금흐름,424.0,1673.0,-614.0,-167.0,-460.0
17940,CAPEX,789.0,812.0,411.0,457.0,579.0
17940,FCF,-315.0,-390.0,1432.0,-175.0,-1868.0
17940,이자발생부채,14820.0,16848.0,16497.0,16632.0,16113.0
17940,영업이익률,1.51,1.26,0.69,0.28,2.13
17940,순이익률,0.47,0.59,0.0,-0.95,1.97
17940,ROE(%),3.44,3.65,0.87,-2.35,7.39
17940,ROA(%),0.95,1.12,0.0,-1.08,2.48
17940,부채비율,197.19,193.41,183.96,199.53,176.58
17940,자본유보율,3240.44,3321.15,3314.34,3193.59,3403.22
17940,EPS(원),5446.0,5981.0,1454.0,-3869.0,12306.0
17940,PER(배),12.27,11.55,42.22,-16.21,4.62
17940,BPS(원),191754.0,197350.0,198973.0,191790.0,203112.0
17940,PBR(배),0.35,0.35,0.31,0.33,0.28
17940,현금DPS(원),2000.0,2000.0,2600.0,2000.0,2000.0
17940,현금배당수익률,2.99,2.89,4.23,3.19,3.51
17940,현금배당성향(%),30.95,28.18,150.7,-43.57,13.7
,발행주식수(보통주),6860000.0,6860000.0,6860000.0,6860000.0,6860000.0
78930,매출액,95832.0,108661.0,121795.0,134624.0,162099.0
78930,영업이익,5521.0,-343.0,16043.0,17542.0,20712.0
78930,영업이익(발표기준),5521.0,-343.0,15818.0,17542.0,20712.0
78930,세전계속사업이익,5135.0,-2575.0,13091.0,16291.0,19076.0
78930,당기순이익,4352.0,-3207.0,5093.0,9233.0,10919.0
78930,  당기순이익(지배),3578.0,-3469.0,4922.0,8057.0,9862.0
78930,  당기순이익(비지배),774.0,262.0,171.0,1176.0,1057.0
78930,자산총계,126363.0,150728.0,190230.0,203412.0,220037.0
78930,부채총계,52117.0,78549.0,109252.0,114209.0,123411.0
78930,자본총계,74245.0,72179.0,80979.0,89203.0,96626.0
78930,  자본총계(지배),65744.0,59069.0,63209.0,69642.0,77302.0
78930,자본총계(비지배),8501.0,13110.0,17770.0,19561.0,19324.0
78930,자본금,4735.0,4735.0,4735.0,4735.0,4735.0
78930,영업활동현금흐름,7937.0,5004.0,6530.0,8517.0,13065.0
78930,투자활동현금흐름,-8360.0,-17577.0,-29441.0,-5236.0,-14182.0
78930,재무활동현금흐름,-299.0,12307.0,22044.0,-3363.0,3345.0
78930,CAPEX,6602.0,12960.0,17766.0,9231.0,11180.0
78930,FCF,1335.0,-7957.0,-11236.0,-714.0,1885.0
78930,이자발생부채,35784.0,58788.0,83717.0,85234.0,90669.0
78930,영업이익률,5.76,-0.32,13.17,13.03,12.78
78930,순이익률,4.54,-2.95,4.18,6.86,6.74
78930,ROE(%),5.54,-5.56,8.05,12.13,13.42
78930,ROA(%),3.43,-2.31,2.99,4.69,5.16
78930,부채비율,70.2,108.82,134.91,128.03,127.72
78930,자본유보율,1314.96,1208.72,1895.01,2031.22,2190.74
78930,EPS(원),3778.0,-3663.0,5198.0,8508.0,10414.0
78930,PER(배),15.17,-10.92,9.75,6.36,5.97
78930,BPS(원),69442.0,62391.0,66764.0,73559.0,81650.0
78930,PBR(배),0.83,0.64,0.76,0.74,0.76
78930,현금DPS(원),1350.0,1200.0,1500.0,1600.0,1800.0
78930,현금배당수익률,2.36,3.0,2.96,2.96,2.89
78930,현금배당성향(%),35.74,-32.77,28.87,18.81,17.29
,발행주식수(보통주),92915378.0,92915378.0,92915378.0,92915378.0,92915378.0
3560,매출액,619.0,757.0,1062.0,1094.0,1268.0
3560,영업이익,-4.0,108.0,74.0,112.0,153.0
3560,영업이익(발표기준),-4.0,-41.0,74.0,112.0,153.0
3560,세전계속사업이익,1.0,82.0,65.0,62.0,55.0
3560,당기순이익,1.0,51.0,38.0,42.0,26.0
3560,  당기순이익(지배),1.0,66.0,51.0,44.0,25.0
3560,  당기순이익(비지배),-1.0,-15.0,-13.0,-1.0,1.0
3560,자산총계,813.0,1035.0,2557.0,2566.0,2551.0
3560,부채총계,377.0,308.0,406.0,351.0,274.0
3560,자본총계,436.0,727.0,2150.0,2216.0,2277.0
3560,  자본총계(지배),361.0,709.0,2134.0,2200.0,2261.0
3560,자본총계(비지배),75.0,18.0,17.0,15.0,16.0
3560,자본금,205.0,494.0,717.0,718.0,726.0
3560,영업활동현금흐름,1.0,418.0,346.0,422.0,618.0
