label_all,category,cb_all,title1,date,news,urls
10065,사업중단,인터플렉스,"인터플렉스, ""일부 생산라인 중단 여파 실적하향 불가피""…10%↓",2017-12-12,"[아시아경제 임철영 기자]인터플렉스가 일부 생산중단 여파에 따른 실적 하향이 불가피하다는 분석에 약세다.12일 오후 3시6분 현재 인터플렉스는 전 거래일 대비 10.02% 내린 4만5350원에 거래되고 있다. 대신증권은 이날 인터플렉스에 대해 일부 생산라인의 재가동으로 최근 하락한 주가는 일정부분 만회할 수 있으나 4분기 실적 하향은 불가피하다고 진단했다.인터플렉스는 전날 공시를 통해 ""일부 고객의 불량 문제 제기에 따라 중단됐던 생산라인 중 일부 라인을 고객사와 협의해 금일 정상적으로 생산 재개했다""며 ""잔여 라인은 제조 준비과정을 거쳐 12월14일까지 정상 가동 예정""이라고 밝혔다.이에 대해 박강호 연구원은 ""이번 공시는 인터플렉스의 올해 4분기 및 2018년 실적 추정의 불확실성 요인을 일부분 줄여주는 배경으로 작용할 것""이라고 전망했다. 이어 ""생산라인의 부분 중단으로 하락한 주가는 일정부분 만회할 것""이라며 ""2017년 연간 흑자전환 및 2018년 높은 이익 증가세를 감안하면 단기적으로 주가 반등을 기대한다""고 분석했다.다만 4분기 실적 조정은 불가피할 것이라고 전망했다. 애플 아이폰X 화면 꺼짐 현상의 정확한 이유를 파악하는 시간, 검사와 수율 안정화 등 보완 투자가 필요해 중단된 일부 라인의 완전 정상화에는 추가 시간이 필요하기 때문이다.박 연구원은 ""일정 기간 동안에 부분적인 생산 중단으로 매출 감소 발생, 가동률 하락으로 고정비 부담이 증가했다""며 ""100% 정상화되는 일정을 확인한 이후에 실적을 조정할 예정""이라고 밝혔다.임철영 기자 cylim",https://finance.naver.com/news/market_special_read.nhn?article_id=0004138510&office_id=277&type=title&keyword=
10073,사업중단,인터플렉스,"인터플렉스, 일부 생산중단 여파에 주가도 하락",2017-12-12," 인터플렉스가 일부 생산라인 가동 중단으로 실적이 타격을 받을 것이라는 전망에 12일 장 초반 하락하고 있다.  이날 오전 10시1분 현재 코스닥시장에서 인터플렉스는 전 거래일보다 6.55% 떨어진 4만7100원 선에 거래되고 있다.  인쇄회로기판 제조업체인 인터플렉스는 전날 ""고객의 불량 문제 제기로 가동이 중단된 생산라인 중 일부를 고객사와 협의해 재가동했고 나머지 라인은 준비과정을 거쳐 오는 14일까지 정상 가동할 예정""이라고 공시했다.  인터플렉스는 지난 4일 공시를 통해 글로벌 스마트폰 업체로 공급하는 터치스크린 패널용(TSP용) 경연성 인쇄회로기판(RF PCB) 주문량 중 일부에 불량 문제가 발생해 관련 제품의 생산라인을 중단하고 개선책을 찾고 있다고 밝혔다.  박강호 대신증권 연구원은 ""현시점에서 4분기 실적 하향조정이 불가피하다""며 ""부분적 생산중단으로 매출이 줄어들고 가동률 하락에 따라 고정비 부담이 커졌다""고 말했다.  박 연구원은 ""생산라인 완전 정상화까지 시간이 더 걸릴 것으로 판단된다""며 ""애플 아이폰X의 화면꺼짐 현상의 정확한 이유를 파악하는 시간과 보완투자가 필요하기 때문""이라고 설명했다.  인터플렉스는 최근 아이폰X의 화면 꺼짐 문제 원인을 찾기 위한 애플 조사 대상에 올랐다는 소식이 전해지면서 주가가 급락했다.   pja",https://finance.naver.com/news/market_special_read.nhn?article_id=0003922610&office_id=014&type=title&keyword=
10083,고점논란,BGF,"BGF, 재상장 후 '반토막'…BGF리테일도 3일만에 하락",2017-12-12,기업분할 후 재상장한 지주사 BGF의 주가가 사흘 만에 반토막(약 57%)이 났다. BGF의 주가는 재상장 당시 기준 시가(4만750원) 대비 50% 이상 빠진 17000원선에거 거래되고 있다. 12일 오전 9시32분 현재 BGF는 전날보다 15% 내린 1만7000원에 거래되고 있다. 이 회사 주가는 재상장 첫날(8일)에 이어 전날까지 이틀 연속 하한가(가격제한폭)를 기록했었다. 사업회사 BGF리테일은 3거래일 만에 하락세로 돌아섰다. BGF리테일은 재상장 첫날 상한가(29.77% 상승)를 기록한데 이어 전날에도 28%가량 주가가 치솟았다. 같은 시간 BGF리테일은 전날 대비 7.44% 하락한 23만원에 거래되고 있다.  정현영 한경닷컴 기자 jhy,https://finance.naver.com/news/market_special_read.nhn?article_id=0003864043&office_id=015&type=title&keyword=
10091,고점논란,BGF,"분할상장 BGF, 3일 연속 하락세",2017-12-12,기업분할로 재상장한 BGF가 3일 연속 하락세다.12일 오전 9시 17분 현재 BGF는 전날보다 12.50%(2500원) 떨어진 1만7500원에 거래되고 있다. 같은 시각 BGF리테일도 전날보다 8.45%(2만1000원) 하락한 22만7500원에 거래되고 있다.지난 8일 지주사 BGF와 사업회사 BGF리테일(027410)이 분할 후 재상장을 했다. 이후 BGF는 줄곧 하락세를 이어가고 있다.전문가들은 지주사 대비 사업회사 BGF리테일의 기업가치가 지나치게 낮게 책정됐다고 지적했다.이승은 BNK투자증권 연구원은 “합병전 순이익의 91%가 사업회사에서 발생했지만 사업회사의 분할비율이 35%에 불과했다”고 설명했다.[박현익 기자 beepark,https://finance.naver.com/news/market_special_read.nhn?article_id=0000392268&office_id=366&type=title&keyword=
10095,사업중단,인터플렉스,"인터플렉스, 생산라인 중단으로 실적하향 분석에 '하락'",2017-12-12,"[이데일리 오희나 기자] 인터플렉스가 아이폰X 사태로 인해 중단됐던 생산라인이 일부 재가동됐지만 정상화에 시간이 걸릴 거라는 증권가 분석에 하락세다. 12일 오전 9시7분 현재 인터플렉스(051370)는 전거래일보다 3.67%(1850원) 내린 4만8550원에 거래되고 있다. 이날 박강호 대신증권 연구원은 “인터플렉스가 전날 공시를 통해 일부 라인을 고객사와 협의해 11일 시점부터 중단됐던 생산라인을 재가동하고 있다고 밝혔다”며 “잔여라인은 제조 준비과정을 거쳐 14일까지 정상가동 예정이라고 설명했다”고 말했다.  다만 “중단된 일부 생산라인의 완전 정상화에 추가시간이 필요하다”며 “애플 아이폰X 화면꺼짐 현상의 정확한 이유를 파악하는 시간, 보완투자가 필요하기 때문”이라고 판단했다.  이어 “현 시점에서 오는 4분기 실적하향이 불가피하다”며 “일정기간동안에 부분적인 생산중단으로 매출 감소가 발생했고 가동률 하락으로 고정비 부담이 증가했기 때문”이라고 설명했다.오희나 (hnoh",https://finance.naver.com/news/market_special_read.nhn?article_id=0003989983&office_id=018&type=title&keyword=
10097,사업중단,인터플렉스,"인터플렉스, 점유율 하락 가능성...'약세'",2017-12-12,[머니투데이 오정은 기자] 인터플렉스가 아이폰V 사태로 중단된 생산라인이 일부 재가동됐지만 시장점유율 하락 우려에 약세를 보이고 있다. 12일 오전 9시12분 현재 코스닥 시장에서 인터플렉스는 전일대비 3.77% 내린 4만8550원에 거래 중이다. 박강호 대신증권 연구원은 “인터플렉스가 전날 공시를 통해 일부 라인을 고객사와 협의해 11일 시점부터 중단됐던 생산라인을 재가동하고 있다고 밝혔다”며 “일부분 생산라인의 가동은 이뤄지나 정상화까지 추가시간이 필요하다”고 판단했다. ,https://finance.naver.com/news/market_special_read.nhn?article_id=0003977360&office_id=008&type=title&keyword=
10106,고점논란,BGF,"BGF, 인적분할 후 사흘 연속 급락...12%대 하락",2017-12-12,[머니투데이 오정은 기자] 지주사 전환을 위해 분할한 BGF리테일의 지주회사가 사흘째 급락하는 가운데 사업자회사인 BGF리테일도 이틀 연속 급등을 마치고 조정에 돌입했다. 12일 오전 9시4분 현재 코스피 시장에서 BGF는 전일대비 12.50% 내린 1만7500원에 거래 중이다. BGF는 8일 인적분할 재상장 이후 2거래일 연속 하한가를 기록한 뒤 사흘째 급락하고 있다. 같은 시간 코스피 시장에서 BGF리테일은 전일대비 7.14% 내린 23만1000원에 거래되고 있다. ,https://finance.naver.com/news/market_special_read.nhn?article_id=0003977353&office_id=008&type=title&keyword=
10113,기타,KJ프리텍,"KJ프리텍, 파산신청 접수…거래재개 후 급락",2017-12-11,[이데일리 이명철 기자] KJ프리텍(083470)이 채권자로부터 파산 신청을 접수 받았다는 소식에 급락세다.11일 오후 1시30분 오후 현재 KJ프리텍 주가는 전거래일대비 22.28% 내린 1535원을 기록 중이다. 앞서 회사는 채권자에 의한 파산신청설로 지난 7~8일 거래가 정지된 바 있다. 이후 파산신청을 접수했다는 사실이 알려지고 거래를 재개하면서 우려감이 반영되는 것으로 풀이된다.회사는 지난 8일 지엔씨파트너스가 수원지방법원에 파산신청을 접수했다고 공시했다. 회사는 소송대리인을 선임해 법적 절차에 따라 적극 대응할 예정이라고 전했다.이명철 (twomc,https://finance.naver.com/news/market_special_read.nhn?article_id=0003989382&office_id=018&type=title&keyword=
10119,기타,진에어,진에어 공모가 밑…4% 하락,2017-12-11,"[아시아경제 박선미 기자]저비용항공사(LCC) 진에어가 4% 넘게 하락 중이다.진에어는 11일 오전 10시36분 현재 전 거래일 대비 4.51% 하락한 2만7550원을 기록 중이다. 공모가는 이틀 연속 하회했다. 지난 8일 상장한 진에어는 상장 첫날 공모가 3만1800원보다 낮은 2만8650원에 시초가를 형성했고 당일 2만8850원에 마감했었다. 진에어 지분을 보유한 한진칼도 연일 하락 중이다. 이날 한진칼은 2.77% 하락한 1만7550원에 거래되고 있으며 4거래일 연속 하락 중이다.최남곤 유안타증권 연구원은 한진칼에 대해 ""IPO 이후 지주회사 내 유일한 성장 옵션인 진에어 지분율이 100%에서 60%로 하락하게 되며, 기관 투자자의 투자 수요가 한진칼과 진에어로 분산될 수 있다는 점은 부정적 요인""이라고 조언했다.박선미 기자 psm82",https://finance.naver.com/news/market_special_read.nhn?article_id=0004137437&office_id=277&type=title&keyword=
10129,기타,파루,"파루, 태양광발전소 공사계약 해지에 '약세'",2017-12-11,[이데일리 정수영기자] 파루(043200)가 태양광발전소 건립공사 계약 해지로 11일 약세다.이날 오전 9시37분 현재 파루는 전 거래일 대비 8.33% 떨어진 3905원에 거래되고 있다.   파루는 신정산업과 지난 7월7일 계약한 452억1500만원 규모 신정산업 31MW 태양광발전소 건립공사 공급계약이 해지됐다고 지난 8일 공시했다. 이 금액은 지난해 매출액의 42.79%에 해당한다.회사 측은 “신정산업의 태양광발전사업의 사업부지확보가 불가해짐에 따라 계약해지를 요청해 왔다”고 밝혔다.정수영 (grassdew,https://finance.naver.com/news/market_special_read.nhn?article_id=0003989156&office_id=018&type=title&keyword=
10131,기타,파루,"파루, 452억원 태양광발전소 건립공사 계약 해지로 8%↓",2017-12-11,"[아시아경제 문채석 기자]파루가 8% 가까이 내리고 있다. 452억원 규모 태양광발전소 건립공사 계약해지 소식이 영향을 미치고 있는 것으로 보인다. 11일 오전 9시33분 현재 파루는 전 거래일보다 330원(7.75%) 내린 3930원에 거래되고 있다. 파루는 신정산업과 지난 7월7일 계약한 452억1500만원 규모 신정산업 31MW 태양광발전소 건립공사 공급계약이 해지됐다고 지난 8일 공시했다. 지난해 매출액의 42.79%에 해당하는 액수다.회사 측은 ""신정산업의 태양광발전사업의 사업부지확보가 불가해짐에 따라 계약해지를 요청해 왔다""고 밝혔다. 문채석 기자 chaeso",https://finance.naver.com/news/market_special_read.nhn?article_id=0004137338&office_id=277&type=title&keyword=
1015,기타,SBI인베스트먼트,거래소 해킹 등 연이은 악재…암호화폐 관련주 '약세',2018-06-11,"[이데일리 안혜신 기자] 국내 암호화폐(비트코인) 거래소 ‘코인레일’ 해킹 공격에 관련주가 동반 약세다.11일 오전 9시8분 현재 SCI평가정보(036120)는 전일 대비 4.7%(175원) 하락한 3545원에 거래되고 있다. 비덴트(121800)도 4.8% 약세고, 우리기술투자(041190) 4.3%, 옴니텔(057680) 4.5%, SBI인베스트먼트(019550) 3.06%, 위지트(036090) 2.96% 등도 내리고 있다.국내 암호화폐 거래소 코인레일은 지난 10일부터 해킹 공격을 받아 약 400억원의 피해가 발생했다고 밝혔다. 여기에 미국 연방상품선물위원회(CFTC)가 암호화폐 거래소를 상대로 암호화폐시장에서의 시세 조작 의혹을 조사하기 위해 포괄적인 자료 제출을 요구한 것으로 알려지면서 투자 심리가 급격히 싸늘해진 모습이다.안혜신 (ahnhye",https://finance.naver.com/news/market_special_read.nhn?article_id=0004122778&office_id=018&type=title&keyword=
1015,기타,SCI평가정보,거래소 해킹 등 연이은 악재…암호화폐 관련주 '약세',2018-06-11,"[이데일리 안혜신 기자] 국내 암호화폐(비트코인) 거래소 ‘코인레일’ 해킹 공격에 관련주가 동반 약세다.11일 오전 9시8분 현재 SCI평가정보(036120)는 전일 대비 4.7%(175원) 하락한 3545원에 거래되고 있다. 비덴트(121800)도 4.8% 약세고, 우리기술투자(041190) 4.3%, 옴니텔(057680) 4.5%, SBI인베스트먼트(019550) 3.06%, 위지트(036090) 2.96% 등도 내리고 있다.국내 암호화폐 거래소 코인레일은 지난 10일부터 해킹 공격을 받아 약 400억원의 피해가 발생했다고 밝혔다. 여기에 미국 연방상품선물위원회(CFTC)가 암호화폐 거래소를 상대로 암호화폐시장에서의 시세 조작 의혹을 조사하기 위해 포괄적인 자료 제출을 요구한 것으로 알려지면서 투자 심리가 급격히 싸늘해진 모습이다.안혜신 (ahnhye",https://finance.naver.com/news/market_special_read.nhn?article_id=0004122778&office_id=018&type=title&keyword=
1015,기타,옴니텔,거래소 해킹 등 연이은 악재…암호화폐 관련주 '약세',2018-06-11,"[이데일리 안혜신 기자] 국내 암호화폐(비트코인) 거래소 ‘코인레일’ 해킹 공격에 관련주가 동반 약세다.11일 오전 9시8분 현재 SCI평가정보(036120)는 전일 대비 4.7%(175원) 하락한 3545원에 거래되고 있다. 비덴트(121800)도 4.8% 약세고, 우리기술투자(041190) 4.3%, 옴니텔(057680) 4.5%, SBI인베스트먼트(019550) 3.06%, 위지트(036090) 2.96% 등도 내리고 있다.국내 암호화폐 거래소 코인레일은 지난 10일부터 해킹 공격을 받아 약 400억원의 피해가 발생했다고 밝혔다. 여기에 미국 연방상품선물위원회(CFTC)가 암호화폐 거래소를 상대로 암호화폐시장에서의 시세 조작 의혹을 조사하기 위해 포괄적인 자료 제출을 요구한 것으로 알려지면서 투자 심리가 급격히 싸늘해진 모습이다.안혜신 (ahnhye",https://finance.naver.com/news/market_special_read.nhn?article_id=0004122778&office_id=018&type=title&keyword=
1015,기타,우리기술투자,거래소 해킹 등 연이은 악재…암호화폐 관련주 '약세',2018-06-11,"[이데일리 안혜신 기자] 국내 암호화폐(비트코인) 거래소 ‘코인레일’ 해킹 공격에 관련주가 동반 약세다.11일 오전 9시8분 현재 SCI평가정보(036120)는 전일 대비 4.7%(175원) 하락한 3545원에 거래되고 있다. 비덴트(121800)도 4.8% 약세고, 우리기술투자(041190) 4.3%, 옴니텔(057680) 4.5%, SBI인베스트먼트(019550) 3.06%, 위지트(036090) 2.96% 등도 내리고 있다.국내 암호화폐 거래소 코인레일은 지난 10일부터 해킹 공격을 받아 약 400억원의 피해가 발생했다고 밝혔다. 여기에 미국 연방상품선물위원회(CFTC)가 암호화폐 거래소를 상대로 암호화폐시장에서의 시세 조작 의혹을 조사하기 위해 포괄적인 자료 제출을 요구한 것으로 알려지면서 투자 심리가 급격히 싸늘해진 모습이다.안혜신 (ahnhye",https://finance.naver.com/news/market_special_read.nhn?article_id=0004122778&office_id=018&type=title&keyword=
1015,기타,위지트,거래소 해킹 등 연이은 악재…암호화폐 관련주 '약세',2018-06-11,"[이데일리 안혜신 기자] 국내 암호화폐(비트코인) 거래소 ‘코인레일’ 해킹 공격에 관련주가 동반 약세다.11일 오전 9시8분 현재 SCI평가정보(036120)는 전일 대비 4.7%(175원) 하락한 3545원에 거래되고 있다. 비덴트(121800)도 4.8% 약세고, 우리기술투자(041190) 4.3%, 옴니텔(057680) 4.5%, SBI인베스트먼트(019550) 3.06%, 위지트(036090) 2.96% 등도 내리고 있다.국내 암호화폐 거래소 코인레일은 지난 10일부터 해킹 공격을 받아 약 400억원의 피해가 발생했다고 밝혔다. 여기에 미국 연방상품선물위원회(CFTC)가 암호화폐 거래소를 상대로 암호화폐시장에서의 시세 조작 의혹을 조사하기 위해 포괄적인 자료 제출을 요구한 것으로 알려지면서 투자 심리가 급격히 싸늘해진 모습이다.안혜신 (ahnhye",https://finance.naver.com/news/market_special_read.nhn?article_id=0004122778&office_id=018&type=title&keyword=
1015,기타,비덴트,거래소 해킹 등 연이은 악재…암호화폐 관련주 '약세',2018-06-11,"[이데일리 안혜신 기자] 국내 암호화폐(비트코인) 거래소 ‘코인레일’ 해킹 공격에 관련주가 동반 약세다.11일 오전 9시8분 현재 SCI평가정보(036120)는 전일 대비 4.7%(175원) 하락한 3545원에 거래되고 있다. 비덴트(121800)도 4.8% 약세고, 우리기술투자(041190) 4.3%, 옴니텔(057680) 4.5%, SBI인베스트먼트(019550) 3.06%, 위지트(036090) 2.96% 등도 내리고 있다.국내 암호화폐 거래소 코인레일은 지난 10일부터 해킹 공격을 받아 약 400억원의 피해가 발생했다고 밝혔다. 여기에 미국 연방상품선물위원회(CFTC)가 암호화폐 거래소를 상대로 암호화폐시장에서의 시세 조작 의혹을 조사하기 위해 포괄적인 자료 제출을 요구한 것으로 알려지면서 투자 심리가 급격히 싸늘해진 모습이다.안혜신 (ahnhye",https://finance.naver.com/news/market_special_read.nhn?article_id=0004122778&office_id=018&type=title&keyword=
10156,기타,SCI평가정보,"가상화폐관련주, 정뷰 규제 가능성에 일제히 약세",2017-12-11,"가상화폐 관련주가 정부 규제 가능성에 일제히 약세를 보이고 있다.11일 오전 9시 7분 현재 한일진공(123840)은 26.39%, 디지탈옵틱(106520)은 16.27%, 케이피엠테크(042040)는 3.95% 하락하고 있다. 케이피엠테크와 디지털옵틱, 한일진공은 최근 가상화폐 거래소서비스를 위한 컨소시엄을 구성한 회사다.비티씨코리아닷컴의 지분을 보유한 옴니텔(057680)과 자회사가 가상화폐 거래소 서비스를 시작한 SCI평가정보(036120)도 16~18% 하락하고 있다. 포스링크와 우리기술투자(041190)도 약세를 나타내고 있다.정부는 현재 가상화폐 열풍을 위험한 투기 상황으로 보고 대책을 고민하고 있다. 특히 가상화폐에 대한 대응책을 마련하는 정부 부처 태스크포스(TF)의 주무부처가 법무부로 바뀌면서 강력한 규제안이 나올 수 있다는 이야기도 나오고 있다.지난 8일 정부 관계자들에 따르면 법무부는 가상화폐 관련 범죄를 고려해 강력한 규제안을 검토하고 있는 것으로 알려졌다. 일각에서는 거래소 영업 전면 금지도 언급되고 있는 것으로 전해진다. 다만 법무부 외 정부 부처들은 거래소 영업 금지에 대해서는 신중한 모습을 보이고 있다.[안소영 기자 seenrun",https://finance.naver.com/news/market_special_read.nhn?article_id=0000392115&office_id=366&type=title&keyword=
10156,기타,옴니텔,"가상화폐관련주, 정뷰 규제 가능성에 일제히 약세",2017-12-11,"가상화폐 관련주가 정부 규제 가능성에 일제히 약세를 보이고 있다.11일 오전 9시 7분 현재 한일진공(123840)은 26.39%, 디지탈옵틱(106520)은 16.27%, 케이피엠테크(042040)는 3.95% 하락하고 있다. 케이피엠테크와 디지털옵틱, 한일진공은 최근 가상화폐 거래소서비스를 위한 컨소시엄을 구성한 회사다.비티씨코리아닷컴의 지분을 보유한 옴니텔(057680)과 자회사가 가상화폐 거래소 서비스를 시작한 SCI평가정보(036120)도 16~18% 하락하고 있다. 포스링크와 우리기술투자(041190)도 약세를 나타내고 있다.정부는 현재 가상화폐 열풍을 위험한 투기 상황으로 보고 대책을 고민하고 있다. 특히 가상화폐에 대한 대응책을 마련하는 정부 부처 태스크포스(TF)의 주무부처가 법무부로 바뀌면서 강력한 규제안이 나올 수 있다는 이야기도 나오고 있다.지난 8일 정부 관계자들에 따르면 법무부는 가상화폐 관련 범죄를 고려해 강력한 규제안을 검토하고 있는 것으로 알려졌다. 일각에서는 거래소 영업 전면 금지도 언급되고 있는 것으로 전해진다. 다만 법무부 외 정부 부처들은 거래소 영업 금지에 대해서는 신중한 모습을 보이고 있다.[안소영 기자 seenrun",https://finance.naver.com/news/market_special_read.nhn?article_id=0000392115&office_id=366&type=title&keyword=
